Species,Sunrise,spray,Sunset,DewPoint,AvgSpeed,Tmin,SeaLevel,Tmax,Cool,StnPressure,WetBulb,ResultSpeed,Tavg,ResultDir,PrecipTotal,CodeSum,Depart,SnowFall,Depth,Heat,WnvPresent
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
5,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
5,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
5,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
3,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
2,444.0,0,1913.0,54.0,7.3,58.0,29.94,81.0,5.0,29.23,61.0,6.2,70.0,26.0,0.0,0.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,55.0,6.7,62.0,29.92,82.0,7.0,29.29,62.0,5.9,72.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,59.0,7.8,64.0,30.09,74.0,4.0,29.36,63.0,7.3,69.0,15.0,0.33,19.0,-4.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,59.0,7.8,64.0,30.09,74.0,4.0,29.36,63.0,7.3,69.0,15.0,0.33,19.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,451.0,0,1904.0,59.0,7.8,64.0,30.09,74.0,4.0,29.36,63.0,7.3,69.0,15.0,0.33,19.0,-4.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,59.0,7.2,67.0,30.08,74.0,6.0,29.41,63.0,6.4,71.0,15.0,0.23,19.0,-1.0,-1.0,-1.0,0.0,1
2,451.0,0,1904.0,59.0,7.8,64.0,30.09,74.0,4.0,29.36,63.0,7.3,69.0,15.0,0.33,19.0,-4.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,59.0,7.8,64.0,30.09,74.0,4.0,29.36,63.0,7.3,69.0,15.0,0.33,19.0,-4.0,0.0,0.0,0.0,1
