Species,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,spray,WnvPresent
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
2,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
3,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
2,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
3,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
3,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
3,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
2,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
3,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
3,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
2,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
2,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,62.0,65.0,-1.0,61.0,63.0,0.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,1.19,29.41,30.07,10.7,8.0,11.0,0,1
1,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
2,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,19.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
5,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
4,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
4,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
2,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
3,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
1,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
1,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
2,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,-1
2,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
2,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
3,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
1,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
2,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0,0,1
1,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
2,75.0,57.0,66.0,-1.0,55.0,60.0,0.0,1.0,-1.0,-1.0,14.0,-1.0,-1.0,0.0,29.48,30.14,5.2,6.0,5.9,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
2,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
2,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
2,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,-1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
2,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
2,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
2,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
2,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
2,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
3,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
1,84.0,59.0,72.0,-1.0,56.0,62.0,0.0,7.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,29.4,30.05,1.1,13.0,2.7,0,1
